검색조건 - 분류항목 : 보행어린이사고 다발지역; 세분류 : 20년 보행어린이사고 다발지역; 시도 : 서울특별시,,,,,,,
시도,장소설명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수
서울특별시 도봉구1,서울특별시 도봉구 쌍문동(쌍문역 부근),3,3,0,0,3,0
서울특별시 서대문구1,서울특별시 서대문구 홍은동(베스트의원 부근),3,5,1,0,4,0
서울특별시 강서구1,서울특별시 강서구 화곡동(순복음대광교회 부근),3,3,0,0,3,0
서울특별시 구로구1,서울특별시 구로구 고척동(한마을약국 부근),3,3,0,1,2,0
서울특별시 관악구1,서울특별시 관악구 신림동(이당한의원 부근),4,5,0,1,3,1
